ok,https://dns.google/dns-query,google.com,45.304727,44
ok,https://dns.google/dns-query,netflix.com,48.249732,77
ok,https://dns.aa.net.uk/dns-query,google.com,466.225227,44
ok,https://dns.aa.net.uk/dns-query,netflix.com,481.115345,213
ok,https://adfree.usableprivacy.net/dns-query,google.com,419.173264,124
ok,https://adfree.usableprivacy.net/dns-query,netflix.com,470.260224,77
ok,https://dns.adguard.com/dns-query,google.com,139.783841,124
ok,https://dns.adguard.com/dns-query,netflix.com,139.723062,77
ok,https://dns-family.adguard.com/dns-query,google.com,103.651611,124
ok,https://dns-family.adguard.com/dns-query,netflix.com,104.310846,77
ok,https://doh.in.ahadns.net/dns-query,google.com,690.688147,65
ok,https://doh.in.ahadns.net/dns-query,netflix.com,690.754945,121
ok,https://doh.la.ahadns.net/dns-query,google.com,267.102776,195
ok,https://doh.la.ahadns.net/dns-query,netflix.com,267.472302,121
ok,https://doh.nl.ahadns.net/dns-query,netflix.com,346.524206,121
ok,https://doh.nl.ahadns.net/dns-query,google.com,347.420446,65
ok,https://dns.alidns.com/dns-query,netflix.com,146.205554,121
ok,https://dns.alidns.com/dns-query,google.com,146.298243,65
ok,https://dnsnl.alekberg.net/dns-query,netflix.com,545.035278,132
ok,https://dnsnl.alekberg.net/dns-query,google.com,545.171794,196
ok,https://dnsnl.alekberg.net/dns-query,netflix.com,289.027061,132
ok,https://dnsnl.alekberg.net/dns-query,google.com,289.170311,68
ok,https://dns.arapurayil.com/dns-query,netflix.com,657.101211,77
ok,https://dns.arapurayil.com/dns-query,google.com,693.490542,44
ok,https://dohtrial.att.net/dns-query,google.com,159.850238,124
ok,https://dohtrial.att.net/dns-query,netflix.com,159.873378,77
ok,https://dnses.alekberg.net/dns-query,google.com,483.393097,324
ok,https://dnses.alekberg.net/dns-query,netflix.com,516.409021,388
Query got response: 404,https://doh.bortzmeyer.fr/dns-query,google.com, , 
Query got response: 404,https://doh.bortzmeyer.fr/dns-query,netflix.com, , 
ok,https://dns.circl.lu/dns-query,netflix.com,486.084156,110
ok,https://dns.circl.lu/dns-query,google.com,487.555628,54
ok,https://doh.opendns.com/dns-query,google.com,95.636631,44
ok,https://doh.opendns.com/dns-query,netflix.com,106.136509,77
ok,https://dns.cloudflare.com/dns-query,netflix.com,60.653062,77
ok,https://dns.cloudflare.com/dns-query,google.com,64.683926,44
ok,https://family.cloudflare-dns.com/dns-query,google.com,99.885084,44
ok,https://family.cloudflare-dns.com/dns-query,netflix.com,99.950783,77
ok,https://security.cloudflare-dns.com/dns-query,google.com,91.526010,44
ok,https://security.cloudflare-dns.com/dns-query,netflix.com,94.854416,77
ok,https://odvr.nic.cz/dns-query,google.com,579.477719,44
ok,https://odvr.nic.cz/dns-query,netflix.com,579.494709,77
ok,https://dns.digitale-gesellschaft.ch/dns-query,netflix.com,458.313517,121
ok,https://dns.digitale-gesellschaft.ch/dns-query,google.com,458.487099,65
ok,https://dns.digitale-gesellschaft.ch/dns-query,google.com,326.705582,65
ok,https://dns.digitale-gesellschaft.ch/dns-query,netflix.com,339.897929,132
ok,https://dns1.ryan-palmer.com/dns-query,google.com,426.820489,44
ok,https://dns1.ryan-palmer.com/dns-query,netflix.com,435.982575,77
ok,https://doh.dns.sb/dns-query,google.com,135.874064,65
ok,https://doh.dns.sb/dns-query,netflix.com,144.009934,121
error,google.com,883.144186,8
error,netflix.com,883.650869,8
Query failed: SSL connect error,https://dns1.dnscrypt.ca/dns-query,google.com, , 
Query failed: SSL connect error,https://dns1.dnscrypt.ca/dns-query,netflix.com, , 
Query failed: SSL connect error,https://dns2.dnscrypt.ca/dns-query,google.com, , 
Query failed: SSL connect error,https://dns2.dnscrypt.ca/dns-query,netflix.com, , 
ok,https://dns-doh.dnsforfamily.com/dns-query,google.com,568.989175,74
ok,https://dns-doh.dnsforfamily.com/dns-query,netflix.com,570.325754,77
ok,https://dns-doh-no-safe-search.dnsforfamily.com/dns-query,google.com,539.439129,44
ok,https://dns-doh-no-safe-search.dnsforfamily.com/dns-query,netflix.com,598.112058,77
ok,https://dnsforge.de/dns-query,google.com,506.735367,44
ok,https://dnsforge.de/dns-query,netflix.com,513.303116,77
ok,https://dns.dnshome.de/dns-query,google.com,559.123785,44
ok,https://dns.dnshome.de/dns-query,netflix.com,563.996959,77
ok,https://doh.pub/dns-query,google.com,692.696386,77
ok,https://doh.pub/dns-query,netflix.com,819.502360,133
ok,https://doh-ch.blahdns.com/dns-query,google.com,372.388885,65
ok,https://doh-ch.blahdns.com/dns-query,netflix.com,373.922275,121
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,google.com, , 
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,netflix.com, , 
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,google.com, , 
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,netflix.com, , 
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,google.com, , 
Problem 7 decoding 38405 bytes response to probe,https://doh.cleanbrowsing.org/dns-query,netflix.com, , 
Query got response: 405,https://doh.crypto.sx/dns-query,google.com, , 
Query got response: 405,https://doh.crypto.sx/dns-query,netflix.com, , 
ok,https://doh-de.blahdns.com/dns-query,google.com,335.444536,65
ok,https://doh-de.blahdns.com/dns-query,netflix.com,341.373760,121
ok,https://doh-fi.blahdns.com/dns-query,google.com,413.151653,65
ok,https://doh-fi.blahdns.com/dns-query,netflix.com,424.717598,121
ok,https://ibksturm.synology.me/dns-query,google.com,3406.396514,44
ok,https://ibksturm.synology.me/dns-query,netflix.com,7218.916030,77
ok,https://doh-jp.blahdns.com/dns-query,google.com,611.231858,65
ok,https://doh-jp.blahdns.com/dns-query,netflix.com,614.999669,121
ok,https://doh-sg.blahdns.com/dns-query,google.com,839.976432,65
ok,https://doh-sg.blahdns.com/dns-query,netflix.com,842.887070,121
Query got response: 404,https://doh.appliedprivacy.net/dns-query,google.com, , 
Query got response: 404,https://doh.appliedprivacy.net/dns-query,netflix.com, , 
ok,https://doh.ffmuc.net/dns-query,google.com,661.326128,44
ok,https://doh.ffmuc.net/dns-query,netflix.com,661.297715,77
ok,https://doh.tiarap.org/dns-query,netflix.com,356.760439,132
ok,https://doh.tiarap.org/dns-query,google.com,359.489426,68
Query failed: SSL peer certificate or SSH remote key was not OK,https://dns.emeraldonion.org/dns-query,google.com, , 
Query failed: SSL peer certificate or SSH remote key was not OK,https://dns.emeraldonion.org/dns-query,netflix.com, , 
ok,https://dns.google/dns-query,google.com,45.550897,44
ok,https://dns.google/dns-query,netflix.com,54.853281,77
ok,https://ordns.he.net/dns-query,google.com,47.297361,44
ok,https://ordns.he.net/dns-query,netflix.com,48.726472,77
Query failed: Couldn't connect to server,https://doh.tiar.app/dns-query,google.com, , 
Query failed: Couldn't connect to server,https://doh.tiar.app/dns-query,netflix.com, , 
ok,https://public.dns.iij.jp/dns-query,netflix.com,625.283491,110
ok,https://public.dns.iij.jp/dns-query,google.com,631.562033,54
ok,https://doh.this.web.id/dns-query,google.com,1493.238480,195
ok,https://doh.this.web.id/dns-query,netflix.com,1601.794852,121
Query failed: Couldn't connect to server,https://jp.tiar.app/dns-query,google.com, , 
Query failed: Couldn't connect to server,https://jp.tiar.app/dns-query,netflix.com, , 
ok,https://jp.tiarap.org/dns-query,google.com,310.062679,68
ok,https://jp.tiarap.org/dns-query,netflix.com,702.705445,132
ok,https://doh.libredns.gr/dns-query,google.com,458.304756,44
ok,https://doh.libredns.gr/dns-query,netflix.com,462.997577,77
ok,https://doh.libredns.gr/dns-query,google.com,292.476987,44
ok,https://doh.libredns.gr/dns-query,netflix.com,292.465242,77
ok,https://doh.linuxsec.org/dns-query,google.com,1062.501464,195
ok,https://doh.linuxsec.org/dns-query,netflix.com,1108.526196,315
ok,https://doh.linuxsec.org/dns-query,netflix.com,1089.700060,304
ok,https://doh.linuxsec.org/dns-query,google.com,1091.413528,195
ok,https://adblock.doh.mullvad.net/dns-query,google.com,160.256525,44
ok,https://adblock.doh.mullvad.net/dns-query,netflix.com,160.211700,77
ok,https://doh.mullvad.net/dns-query,google.com,161.241023,44
ok,https://doh.mullvad.net/dns-query,netflix.com,161.198047,77
ok,https://dns.nextdns.io/dns-query,google.com,244.726072,44
ok,https://dns.nextdns.io/dns-query,netflix.com,245.435134,77
ok,https://dns.njal.la/dns-query,netflix.com,833.039084,77
ok,https://dns.njal.la/dns-query,google.com,845.058734,44
Query got response: 405,https://doh.post-factum.tk/dns-query,netflix.com, , 
Query got response: 405,https://doh.post-factum.tk/dns-query,google.com, , 
ok,https://draco.plan9-ns2.com/dns-query,google.com,136.970567,124
ok,https://draco.plan9-ns2.com/dns-query,netflix.com,137.905135,77
ok,https://doh.powerdns.org/dns-query,google.com,534.918144,44
ok,https://doh.powerdns.org/dns-query,netflix.com,536.599294,77
Query failed: SSL connect error,https://doh.seby.io/dns-query,google.com, , 
Query failed: SSL connect error,https://doh.seby.io/dns-query,netflix.com, , 
ok,https://doh-2.seby.io/dns-query,google.com,644.954724,65
ok,https://doh-2.seby.io/dns-query,netflix.com,644.926296,121
ok,https://dns.twnic.tw/dns-query,google.com,1399.626422,76
ok,https://dns.twnic.tw/dns-query,netflix.com,1401.866295,132
ok,https://dns9.quad9.net/dns-query,google.com,72.515814,44
ok,https://dns9.quad9.net/dns-query,netflix.com,72.765876,77
ok,https://dns9.quad9.net/dns-query,google.com,44.770069,44
ok,https://dns9.quad9.net/dns-query,netflix.com,44.957062,77
ok,https://dnsse.alekberg.net/dns-query,netflix.com,535.268096,388
ok,https://dnsse.alekberg.net/dns-query,google.com,550.046398,324
ok,https://dns.switch.ch/dns-query,google.com,575.405402,44
ok,https://dns.switch.ch/dns-query,netflix.com,576.226467,77
