ok,https://dns.google/dns-query,google.com,48.528814,44,Thu Jul  1 10:10:58 2021
ok,https://dns.google/dns-query,netflix.com,51.745438,77,Thu Jul  1 10:10:58 2021
ok,https://dns.aa.net.uk/dns-query,google.com,484.881611,44,Thu Jul  1 10:10:58 2021
ok,https://dns.aa.net.uk/dns-query,netflix.com,484.871095,213,Thu Jul  1 10:10:58 2021
ok,https://adfree.usableprivacy.net/dns-query,google.com,387.564223,44,Thu Jul  1 10:10:58 2021
ok,https://adfree.usableprivacy.net/dns-query,netflix.com,422.592054,77,Thu Jul  1 10:10:58 2021
ok,https://dns.adguard.com/dns-query,google.com,95.348989,44,Thu Jul  1 10:10:59 2021
ok,https://dns.adguard.com/dns-query,netflix.com,95.573981,77,Thu Jul  1 10:10:59 2021
ok,https://dns-family.adguard.com/dns-query,google.com,100.365353,44,Thu Jul  1 10:10:59 2021
ok,https://dns-family.adguard.com/dns-query,netflix.com,100.331437,77,Thu Jul  1 10:10:59 2021
ok,https://doh.in.ahadns.net/dns-query,google.com,685.919039,65,Thu Jul  1 10:10:59 2021
ok,https://doh.in.ahadns.net/dns-query,netflix.com,685.967665,121,Thu Jul  1 10:10:59 2021
ok,https://doh.la.ahadns.net/dns-query,netflix.com,262.610596,121,Thu Jul  1 10:11:00 2021
ok,https://doh.la.ahadns.net/dns-query,google.com,264.546543,195,Thu Jul  1 10:11:00 2021
ok,https://doh.nl.ahadns.net/dns-query,google.com,323.395757,65,Thu Jul  1 10:11:00 2021
ok,https://doh.nl.ahadns.net/dns-query,netflix.com,323.568737,121,Thu Jul  1 10:11:00 2021
ok,https://dns.alidns.com/dns-query,google.com,77.993461,65,Thu Jul  1 10:11:00 2021
ok,https://dns.alidns.com/dns-query,netflix.com,95.897397,121,Thu Jul  1 10:11:00 2021
ok,https://dnsnl.alekberg.net/dns-query,google.com,439.281942,68,Thu Jul  1 10:11:00 2021
ok,https://dnsnl.alekberg.net/dns-query,netflix.com,439.230116,132,Thu Jul  1 10:11:00 2021
ok,https://dnsnl.alekberg.net/dns-query,google.com,296.269067,68,Thu Jul  1 10:11:01 2021
ok,https://dnsnl.alekberg.net/dns-query,netflix.com,296.240341,132,Thu Jul  1 10:11:01 2021
ok,https://dns.arapurayil.com/dns-query,netflix.com,636.916822,77,Thu Jul  1 10:11:01 2021
ok,https://dns.arapurayil.com/dns-query,google.com,694.313251,44,Thu Jul  1 10:11:01 2021
ok,https://dohtrial.att.net/dns-query,google.com,149.218295,124,Thu Jul  1 10:11:02 2021
ok,https://dohtrial.att.net/dns-query,netflix.com,149.257917,77,Thu Jul  1 10:11:02 2021
ok,https://dnses.alekberg.net/dns-query,google.com,518.796896,324,Thu Jul  1 10:11:02 2021
ok,https://dnses.alekberg.net/dns-query,netflix.com,617.061827,324,Thu Jul  1 10:11:02 2021
Query got response: 404,https://doh.bortzmeyer.fr/dns-query,google.com, , ,Thu Jul  1 10:11:02 2021
Query got response: 404,https://doh.bortzmeyer.fr/dns-query,netflix.com, , ,Thu Jul  1 10:11:02 2021
ok,https://dns.circl.lu/dns-query,google.com,397.556053,54,Thu Jul  1 10:11:03 2021
ok,https://dns.circl.lu/dns-query,netflix.com,430.950049,110,Thu Jul  1 10:11:03 2021
ok,https://doh.opendns.com/dns-query,google.com,96.568906,44,Thu Jul  1 10:11:03 2021
ok,https://doh.opendns.com/dns-query,netflix.com,109.963469,77,Thu Jul  1 10:11:03 2021
ok,https://dns.cloudflare.com/dns-query,google.com,67.398171,44,Thu Jul  1 10:11:03 2021
ok,https://dns.cloudflare.com/dns-query,netflix.com,67.497163,77,Thu Jul  1 10:11:03 2021
ok,https://family.cloudflare-dns.com/dns-query,google.com,88.564542,44,Thu Jul  1 10:11:03 2021
ok,https://family.cloudflare-dns.com/dns-query,netflix.com,102.462746,77,Thu Jul  1 10:11:03 2021
ok,https://security.cloudflare-dns.com/dns-query,netflix.com,98.822608,77,Thu Jul  1 10:11:03 2021
ok,https://security.cloudflare-dns.com/dns-query,google.com,103.458170,44,Thu Jul  1 10:11:03 2021
ok,https://odvr.nic.cz/dns-query,google.com,366.009055,44,Thu Jul  1 10:11:04 2021
